Building,Utility,Unit,Meter no.,Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,24:00:00
Building 5,Gas,KWh,Meter 1,19/12/2013,0,1.1,0,0,1.1,1.1,4.4,1.1,1.1,0,0,2.2,5.5,1.1,0,0,3.3,4.4,1.1,2.2,1.1,3.3,3.3,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,2.2,1.1,0,1.1,1.1,1.1,2.2,1.1,2.2,0,1.1,1.1,4.4,3.3,0,0,1.1
Building 5,Gas,KWh,Meter 1,20/12/2013,4.4,3.3,0,1.1,2.2,4.4,2.2,0,1.1,3.3,3.3,1.1,0,3.3,4.4,0,1.1,3.3,4.4,2.2,2.2,1.1,4.4,2.2,1.1,1.1,1.1,0,1.1,0,1.1,0,1.1,1.1,0,1.1,1.1,2.2,1.1,2.2,2.2,0,1.1,0,1.1,0,1.1,0
Building 5,Gas,KWh,Meter 1,21/12/2013,0,1.1,6.6,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,7.7,0,1.1,1.1,1.1,0,1.1,1.1,1.1,1.1,0,1.1,1.1,1.1,0,1.1,1.1,0,1.1,0,1.1,0,0,0,1.1,0,0,1.1,0,2.2,3.3,3.3
Building 5,Gas,KWh,Meter 1,22/12/2013,0,0,1.1,0,5.5,2.2,0,1.1,0,6.6,1.1,0,0,2.2,5.5,0,1.1,0,4.4,3.3,0,1.1,1.1,0,1.1,1.1,0,1.1,1.1,0,1.1,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,2.2,3.3
Building 5,Gas,KWh,Meter 1,23/12/2013,3.3,1.1,0,2.2,5.5,1.1,0,5.5,2.2,0,1.1,3.3,3.3,0,1.1,2.2,4.4,2.2,0,1.1,2.2,4.4,1.1,1.1,4.4,5.5,1.1,0,1.1,7.7,1.1,1.1,0,1.1,0,0,1.1,0,1.1,5.5,1.1,0,1.1,0,0,1.1,4.4,6.6
Building 5,Gas,KWh,Meter 1,24/12/2013,0,0,1.1,0,1.1,0,0,1.1,2.2,4.4,1.1,0,0,1.1,0,3.3,4.4,1.1,0,1.1,0,2.2,5.5,1.1,0,1.1,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,25/12/2013,2.2,6.6,0,0,1.1,7.7,0,0,4.4,4.4,0,2.2,5.5,1.1,0,6.6,1.1,0,5.5,2.2,1.1,2.2,4.4,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,3.3,4.4
Building 5,Gas,KWh,Meter 1,26/12/2013,1.1,0,0,7.7,1.1,0,1.1,6.6,0,1.1,5.5,2.2,0,5.5,2.2,0,6.6,2.2,0,5.5,1.1,1.1,5.5,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,27/12/2013,3.3,5.5,0,1.1,0,7.7,0,1.1,0,0,6.6,1.1,1.1,0,0,4.4,4.4,1.1,1.1,0,2.2,6.6,0,1.1,1.1,0,1.1,7.7,0,1.1,1.1,1.1,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,5.5,2.2,0,1.1,1.1,6.6
Building 5,Gas,KWh,Meter 1,28/12/2013,0,0,3.3,5.5,0,0,4.4,4.4,0,1.1,3.3,4.4,0,2.2,3.3,3.3,1.1,2.2,5.5,1.1,0,7.7,0,1.1,1.1,6.6,1.1,1.1,0,1.1,1.1,1.1,1.1,1.1,1.1,0,1.1,0,5.5,2.2,0,1.1,0,4.4,3.3,0,1.1,4.4
Building 5,Gas,KWh,Meter 1,29/12/2013,3.3,0,4.4,3.3,0,5.5,2.2,0,6.6,1.1,1.1,5.5,1.1,2.2,5.5,0,3.3,3.3,3.3,0,4.4,3.3,1.1,5.5,1.1,1.1,0,1.1,1.1,1.1,0,1.1,1.1,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,30/12/2013,1.1,0,0,1.1,0,1.1,6.6,1.1,0,0,1.1,0,0,5.5,2.2,1.1,0,1.1,0,1.1,4.4,4.4,3.3,1.1,1.1,0,1.1,1.1,1.1,0,1.1,1.1,0,1.1,1.1,0,0,1.1,0,1.1,0,1.1,6.6,0,1.1,0,4.4,3.3
Building 5,Gas,KWh,Meter 1,31/12/2013,1.1,0,0,7.7,0,0,1.1,6.6,1.1,0,0,4.4,3.3,1.1,0,0,5.5,3.3,0,1.1,0,1.1,6.6,1.1,0,1.1,1.1,3.3,4.4,1.1,0,1.1,1.1,0,7.7,0,1.1,0,0,3.3,4.4,1.1,0,0,4.4,4.4,0,0
Building 5,Gas,KWh,Meter 1,01/01/2014,2.2,4.4,2.2,0,1.1,3.3,4.4,0,0,3.3,5.5,0,0,2.2,4.4,2.2,1.1,0,6.6,1.1,1.1,6.6,2.2,0,7.7,1.1,1.1,4.4,4.4,1.1,2.2,7.7,0,1.1,1.1,0,1.1,3.3,4.4,0,1.1,0,0,1.1,2.2,5.5,0,1.1
Building 5,Gas,KWh,Meter 1,02/01/2014,0,0,2.2,5.5,1.1,0,0,1.1,6.6,1.1,0,0,1.1,6.6,0,1.1,0,4.4,3.3,1.1,0,1.1,4.4,3.3,1.1,1.1,0,1.1,1.1,1.1,1.1,0,1.1,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,03/01/2014,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,4.4,5.5,1.1,2.2,4.4,4.4,1.1,1.1,0,7.7,1.1,1.1,1.1,1.1,1.1,3.3,4.4,0,1.1,2.2,5.5,1.1,0,7.7,0,0,6.6
Building 5,Gas,KWh,Meter 1,04/01/2014,2.2,0,2.2,4.4,3.3,0,1.1,3.3,4.4,0,1.1,4.4,3.3,0,1.1,2.2,5.5,2.2,1.1,1.1,5.5,3.3,1.1,1.1,3.3,5.5,3.3,1.1,1.1,3.3,4.4,3.3,1.1,0,4.4,3.3,1.1,0,3.3,4.4,1.1,1.1,1.1,3.3,4.4,1.1,0,7.7
Building 5,Gas,KWh,Meter 1,05/01/2014,0,0,4.4,3.3,2.2,1.1,2.2,5.5,0,4.4,3.3,1.1,2.2,4.4,3.3,0,5.5,3.3,0,6.6,1.1,1.1,4.4,4.4,3.3,0,3.3,4.4,4.4,1.1,1.1,4.4,5.5,1.1,0,2.2,5.5,1.1,0,2.2,4.4,2.2,1.1,0,1.1,0,1.1,4.4
Building 5,Gas,KWh,Meter 1,06/01/2014,1.1,1.1,0,1.1,0,0,1.1,0,0,1.1,2.2,4.4,1.1,0,1.1,0,1.1,1.1,4.4,2.2,1.1,0,1.1,0,0,4.4,3.3,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,6.6,1.1,0,0,1.1,1.1,3.3
Building 5,Gas,KWh,Meter 1,07/01/2014,4.4,0,0,1.1,0,4.4,3.3,1.1,0,1.1,5.5,1.1,1.1,0,2.2,3.3,3.3,1.1,1.1,0,6.6,1.1,1.1,0,1.1,1.1,9.9,34.1,28.6,19.8,19.8,19.8,17.6,17.6,13.2,14.3,9.9,7.7,8.8,3.3,7.7,2.2,1.1,11,1.1,7.7,1.1,0
Building 5,Gas,KWh,Meter 1,08/01/2014,22,9.9,11,8.8,17.6,9.9,11,9.9,9.9,15.4,12.1,11,8.8,12.1,14.3,13.2,11,11,15.4,15.4,9.9,11,8.8,14.3,9.9,9.9,9.9,7.7,9.9,7.7,9.9,7.7,8.8,8.8,8.8,7.7,5.5,2.2,3.3,1.1,0,0,5.5,2.2,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,09/01/2014,24.2,7.7,8.8,9.9,8.8,9.9,13.2,12.1,7.7,11,7.7,9.9,8.8,11,12.1,9.9,9.9,8.8,11,8.8,14.3,9.9,8.8,7.7,6.6,5.5,5.5,5.5,5.5,5.5,5.5,6.6,5.5,6.6,6.6,6.6,4.4,3.3,3.3,3.3,4.4,3.3,3.3,3.3,3.3,3.3,4.4,4.4
Building 5,Gas,KWh,Meter 1,11/01/2014,12.1,8.8,8.8,7.7,9.9,14.3,8.8,7.7,8.8,8.8,7.7,11,11,7.7,6.6,8.8,9.9,14.3,9.9,7.7,11,14.3,7.7,7.7,7.7,8.8,7.7,7.7,6.6,8.8,6.6,8.8,7.7,8.8,6.6,8.8,6.6,6.6,7.7,6.6,6.6,7.7,7.7,5.5,6.6,7.7,7.7,6.6
Building 5,Gas,KWh,Meter 1,12/01/2014,8.8,7.7,16.5,8.8,11,8.8,12.1,14.3,14.3,11,11,13.2,14.3,9.9,13.2,13.2,14.3,14.3,12.1,13.2,16.5,15.4,12.1,11,17.6,13.2,11,15.4,12.1,11,14.3,13.2,11,9.9,13.2,7.7,4.4,3.3,8.8,0,1.1,0,3.3,3.3,0,1.1,0,2.2
Building 5,Gas,KWh,Meter 1,13/01/2014,24.2,8.8,6.6,8.8,11,12.1,8.8,7.7,9.9,12.1,12.1,8.8,9.9,15.4,12.1,9.9,11,14.3,12.1,12.1,8.8,12.1,11,7.7,5.5,6.6,5.5,6.6,6.6,5.5,6.6,6.6,6.6,6.6,7.7,6.6,4.4,3.3,4.4,3.3,3.3,3.3,3.3,1.1,5.5,4.4,5.5,4.4
Building 5,Gas,KWh,Meter 1,14/01/2014,13.2,12.1,11,11,7.7,9.9,13.2,12.1,9.9,14.3,13.2,9.9,16.5,11,12.1,17.6,11,13.2,16.5,12.1,17.6,11,12.1,15.4,12.1,9.9,8.8,8.8,8.8,7.7,8.8,6.6,7.7,7.7,5.5,6.6,2.2,2.2,1.1,1.1,1.1,0,1.1,4.4,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,15/01/2014,18.7,11,8.8,6.6,5.5,7.7,7.7,6.6,12.1,9.9,8.8,7.7,7.7,9.9,8.8,12.1,11,8.8,8.8,9.9,8.8,8.8,8.8,13.2,9.9,7.7,7.7,7.7,6.6,7.7,7.7,3.3,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,7.7,0
Building 5,Gas,KWh,Meter 1,16/01/2014,0,1.1,0,0,3.3,4.4,1.1,0,0,1.1,6.6,0,1.1,0,3.3,5.5,0,1.1,2.2,5.5,1.1,0,1.1,7.7,0,1.1,0,1.1,1.1,1.1,36.3,36.3,23.1,20.9,16.5,17.6,18.7,12.1,9.9,11,7.7,13.2,4.4,3.3,5.5,8.8,6.6,4.4
Building 5,Gas,KWh,Meter 1,17/01/2014,12.1,12.1,11,9.9,7.7,11,11,6.6,7.7,9.9,11,6.6,7.7,12.1,11,8.8,8.8,12.1,13.2,9.9,9.9,7.7,9.9,7.7,7.7,8.8,7.7,6.6,7.7,7.7,6.6,7.7,5.5,6.6,6.6,6.6,3.3,3.3,4.4,3.3,2.2,3.3,2.2,2.2,3.3,1.1,3.3,3.3
Building 5,Gas,KWh,Meter 1,18/01/2014,18.7,7.7,6.6,6.6,6.6,13.2,8.8,8.8,6.6,8.8,13.2,9.9,9.9,7.7,9.9,15.4,8.8,11,7.7,15.4,11,8.8,9.9,7.7,8.8,9.9,7.7,8.8,8.8,7.7,9.9,8.8,8.8,9.9,6.6,7.7,6.6,6.6,7.7,8.8,11,9.9,5.5,5.5,3.3,1.1,5.5,6.6
Building 5,Gas,KWh,Meter 1,19/01/2014,3.3,1.1,15.4,9.9,9.9,7.7,6.6,7.7,7.7,13.2,8.8,7.7,8.8,12.1,13.2,8.8,11,12.1,14.3,12.1,12.1,8.8,14.3,12.1,7.7,7.7,7.7,7.7,7.7,6.6,8.8,7.7,7.7,6.6,6.6,7.7,3.3,2.2,2.2,0,3.3,2.2,2.2,2.2,2.2,2.2,3.3,2.2
Building 5,Gas,KWh,Meter 1,20/01/2014,14.3,7.7,7.7,9.9,7.7,9.9,8.8,14.3,11,9.9,11,15.4,12.1,9.9,19.8,9.9,9.9,18.7,12.1,9.9,17.6,11,8.8,16.5,9.9,9.9,11,13.2,7.7,8.8,6.6,5.5,11,8.8,6.6,6.6,4.4,3.3,2.2,4.4,3.3,2.2,3.3,2.2,5.5,4.4,1.1,4.4
Building 5,Gas,KWh,Meter 1,21/01/2014,14.3,9.9,14.3,12.1,11,9.9,14.3,14.3,11,9.9,14.3,13.2,11,11,14.3,13.2,14.3,12.1,14.3,14.3,12.1,14.3,14.3,12.1,9.9,17.6,11,9.9,9.9,8.8,11,7.7,9.9,8.8,7.7,8.8,1.1,6.6,2.2,2.2,4.4,1.1,4.4,2.2,0,1.1,6.6,2.2
Building 5,Gas,KWh,Meter 1,22/01/2014,15.4,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,9.9,9.9,9.9,11,8.8,11,11,9.9,11,9.9,8.8,9.9,6.6,6.6,6.6,5.5,5.5,6.6,5.5,6.6,5.5,6.6,5.5,2.2,2.2,2.2,0,0,5.5,1.1,3.3,2.2,3.3,3.3,1.1
Building 5,Gas,KWh,Meter 1,23/01/2014,14.3,7.7,9.9,8.8,9.9,9.9,8.8,9.9,8.8,9.9,9.9,8.8,9.9,9.9,11,8.8,12.1,9.9,13.2,9.9,11,8.8,9.9,8.8,8.8,8.8,7.7,8.8,6.6,6.6,5.5,8.8,8.8,7.7,7.7,7.7,5.5,3.3,4.4,3.3,4.4,3.3,3.3,3.3,2.2,4.4,4.4,4.4
Building 5,Gas,KWh,Meter 1,24/01/2014,13.2,9.9,7.7,9.9,8.8,9.9,8.8,8.8,9.9,8.8,9.9,8.8,9.9,8.8,11,8.8,11,9.9,9.9,11,11,17.6,18.7,18.7,16.5,11,14.3,14.3,8.8,15.4,12.1,9.9,8.8,16.5,8.8,7.7,8.8,7.7,6.6,5.5,5.5,9.9,4.4,2.2,3.3,4.4,6.6,5.5
Building 5,Gas,KWh,Meter 1,25/01/2014,11,7.7,6.6,9.9,9.9,6.6,5.5,6.6,5.5,8.8,9.9,5.5,6.6,5.5,7.7,15.4,7.7,7.7,8.8,8.8,12.1,11,7.7,9.9,7.7,7.7,8.8,6.6,4.4,4.4,6.6,7.7,11,8.8,8.8,6.6,8.8,7.7,7.7,8.8,7.7,8.8,6.6,6.6,7.7,6.6,6.6,4.4
Building 5,Gas,KWh,Meter 1,26/01/2014,6.6,6.6,20.9,7.7,8.8,13.2,12.1,8.8,9.9,15.4,8.8,8.8,14.3,11,7.7,14.3,12.1,11,11,15.4,11,9.9,16.5,11,8.8,12.1,12.1,9.9,8.8,7.7,12.1,11,8.8,9.9,7.7,7.7,5.5,2.2,6.6,4.4,2.2,2.2,3.3,7.7,6.6,4.4,4.4,12.1
Building 5,Gas,KWh,Meter 1,27/01/2014,15.4,8.8,15.4,13.2,11,14.3,13.2,11,14.3,14.3,8.8,12.1,13.2,12.1,8.8,8.8,12.1,13.2,11,8.8,12.1,14.3,9.9,9.9,8.8,12.1,12.1,11,9.9,7.7,13.2,12.1,7.7,9.9,8.8,9.9,6.6,12.1,6.6,4.4,6.6,6.6,6.6,5.5,4.4,3.3,5.5,7.7
Building 5,Gas,KWh,Meter 1,28/01/2014,17.6,7.7,8.8,11,13.2,9.9,7.7,12.1,13.2,8.8,7.7,12.1,13.2,9.9,11,11,14.3,13.2,12.1,11,18.7,14.3,9.9,9.9,9.9,8.8,9.9,11,8.8,11,9.9,9.9,7.7,9.9,11,13.2,4.4,3.3,4.4,2.2,5.5,9.9,3.3,6.6,4.4,2.2,13.2,4.4
Building 5,Gas,KWh,Meter 1,29/01/2014,14.3,7.7,14.3,11,9.9,7.7,11,14.3,9.9,7.7,9.9,13.2,12.1,9.9,9.9,9.9,15.4,14.3,13.2,13.2,14.3,16.5,11,12.1,9.9,12.1,15.4,8.8,11,8.8,11,9.9,11,14.3,12.1,7.7,6.6,4.4,7.7,7.7,5.5,4.4,5.5,11,5.5,5.5,5.5,11
Building 5,Gas,KWh,Meter 1,30/01/2014,13.2,9.9,13.2,12.1,9.9,11,14.3,9.9,7.7,13.2,13.2,8.8,9.9,13.2,14.3,9.9,11,17.6,14.3,14.3,16.5,16.5,14.3,12.1,14.3,16.5,11,11,11,16.5,9.9,11,12.1,17.6,11,9.9,11,11,6.6,6.6,13.2,6.6,5.5,11,9.9,8.8,8.8,14.3
Building 5,Gas,KWh,Meter 1,31/01/2014,14.3,8.8,13.2,12.1,9.9,9.9,14.3,11,7.7,16.5,9.9,8.8,14.3,13.2,9.9,12.1,16.5,12.1,14.3,17.6,14.3,14.3,12.1,15.4,14.3,11,12.1,12.1,14.3,15.4,11,12.1,13.2,14.3,13.2,8.8,8.8,6.6,7.7,8.8,7.7,4.4,3.3,5.5,3.3,5.5,4.4,5.5
Building 5,Gas,KWh,Meter 1,01/02/2014,12.1,8.8,8.8,8.8,7.7,11,7.7,9.9,12.1,13.2,8.8,8.8,11,9.9,14.3,11,11,13.2,17.6,14.3,12.1,12.1,16.5,15.4,13.2,9.9,11,11,9.9,11,12.1,9.9,13.2,14.3,11,8.8,8.8,8.8,8.8,12.1,13.2,7.7,8.8,7.7,7.7,4.4,3.3,8.8
Building 5,Gas,KWh,Meter 1,02/02/2014,8.8,5.5,13.2,12.1,9.9,8.8,7.7,13.2,11,7.7,8.8,15.4,8.8,8.8,11,14.3,8.8,11,15.4,14.3,11,11,12.1,14.3,9.9,11,7.7,7.7,7.7,8.8,7.7,6.6,7.7,8.8,6.6,6.6,4.4,2.2,2.2,0,4.4,1.1,3.3,3.3,0,4.4,3.3,1.1
Building 5,Gas,KWh,Meter 1,03/02/2014,15.4,6.6,6.6,14.3,9.9,8.8,8.8,13.2,11,11,7.7,12.1,13.2,11,8.8,14.3,11,9.9,7.7,17.6,8.8,11,9.9,14.3,12.1,11,8.8,9.9,8.8,12.1,12.1,9.9,7.7,7.7,7.7,8.8,4.4,11,5.5,4.4,5.5,5.5,6.6,5.5,4.4,3.3,2.2,5.5
Building 5,Gas,KWh,Meter 1,04/02/2014,17.6,7.7,9.9,9.9,13.2,9.9,9.9,9.9,12.1,13.2,7.7,11,14.3,12.1,9.9,16.5,12.1,11,17.6,11,8.8,11,16.5,8.8,11,7.7,7.7,8.8,7.7,8.8,9.9,8.8,9.9,8.8,8.8,9.9,4.4,4.4,4.4,4.4,3.3,6.6,3.3,11,8.8,5.5,13.2,11
Building 5,Gas,KWh,Meter 1,05/02/2014,14.3,9.9,13.2,12.1,14.3,9.9,8.8,15.4,11,11,13.2,13.2,11,13.2,13.2,11,16.5,13.2,11,18.7,12.1,14.3,16.5,16.5,14.3,13.2,12.1,11,15.4,11,11,9.9,11,8.8,14.3,8.8,3.3,2.2,2.2,0,6.6,5.5,0,4.4,3.3,3.3,8.8,4.4
Building 5,Gas,KWh,Meter 1,06/02/2014,14.3,8.8,12.1,13.2,9.9,8.8,9.9,15.4,8.8,11,7.7,15.4,9.9,11,8.8,16.5,8.8,11,12.1,16.5,11,11,12.1,12.1,15.4,11,11,8.8,11,11,8.8,9.9,16.5,8.8,11,8.8,6.6,6.6,7.7,8.8,7.7,6.6,5.5,3.3,7.7,8.8,4.4,4.4
Building 5,Gas,KWh,Meter 1,07/02/2014,13.2,9.9,11,9.9,6.6,11,13.2,7.7,8.8,15.4,9.9,7.7,11,13.2,9.9,8.8,9.9,18.7,11,12.1,9.9,18.7,11,9.9,8.8,7.7,7.7,6.6,6.6,6.6,7.7,6.6,8.8,7.7,9.9,8.8,6.6,5.5,6.6,7.7,5.5,5.5,4.4,4.4,5.5,4.4,5.5,5.5
Building 5,Gas,KWh,Meter 1,08/02/2014,14.3,9.9,8.8,8.8,9.9,12.1,12.1,11,7.7,9.9,11,12.1,12.1,7.7,11,11,15.4,13.2,12.1,9.9,13.2,15.4,12.1,11,11,12.1,8.8,9.9,11,12.1,11,11,12.1,9.9,9.9,8.8,8.8,8.8,8.8,8.8,8.8,8.8,7.7,13.2,6.6,4.4,4.4,5.5
Building 5,Gas,KWh,Meter 1,09/02/2014,7.7,13.2,16.5,9.9,8.8,13.2,14.3,8.8,8.8,16.5,7.7,7.7,13.2,11,7.7,8.8,12.1,14.3,11,11,16.5,12.1,12.1,14.3,15.4,12.1,9.9,11,9.9,13.2,12.1,11,8.8,11,9.9,9.9,7.7,4.4,4.4,5.5,7.7,6.6,5.5,4.4,5.5,12.1,5.5,12.1
Building 5,Gas,KWh,Meter 1,10/02/2014,17.6,14.3,13.2,9.9,13.2,14.3,9.9,12.1,15.4,7.7,12.1,15.4,9.9,11,14.3,14.3,13.2,12.1,15.4,16.5,13.2,11,14.3,14.3,9.9,11,7.7,7.7,6.6,6.6,5.5,5.5,6.6,6.6,7.7,6.6,4.4,4.4,4.4,3.3,3.3,4.4,3.3,2.2,3.3,2.2,3.3,2.2
Building 5,Gas,KWh,Meter 1,11/02/2014,18.7,12.1,9.9,9.9,11,15.4,8.8,9.9,14.3,14.3,9.9,9.9,16.5,11,9.9,13.2,14.3,15.4,11,11,14.3,14.3,11,11,16.5,11,9.9,9.9,8.8,7.7,8.8,7.7,8.8,7.7,7.7,7.7,4.4,2.2,3.3,2.2,3.3,3.3,3.3,3.3,4.4,5.5,11,14.3
Building 5,Gas,KWh,Meter 1,12/02/2014,14.3,9.9,14.3,13.2,8.8,15.4,13.2,9.9,12.1,14.3,12.1,9.9,12.1,14.3,14.3,12.1,9.9,19.8,12.1,14.3,16.5,15.4,15.4,12.1,14.3,15.4,16.5,14.3,12.1,9.9,14.3,14.3,11,9.9,9.9,12.1,9.9,5.5,4.4,2.2,13.2,4.4,2.2,6.6,8.8,7.7,6.6,5.5
Building 5,Gas,KWh,Meter 1,13/02/2014,16.5,13.2,13.2,9.9,9.9,12.1,14.3,13.2,9.9,12.1,15.4,11,15.4,13.2,11,17.6,13.2,12.1,17.6,17.6,15.4,12.1,18.7,14.3,11,2.2,5.5,3.3,0,1.1,1.1,0,1.1,0,2.2,1.1,0,1.1,0,1.1,1.1,6.6,0,0,1.1,6.6,1.1,0
Building 5,Gas,KWh,Meter 1,14/02/2014,3.3,4.4,1.1,1.1,6.6,0,0,7.7,0,1.1,6.6,1.1,0,6.6,1.1,1.1,5.5,2.2,0,4.4,4.4,1.1,2.2,4.4,5.5,1.1,0,7.7,1.1,0,1.1,4.4,2.2,1.1,0,1.1,0,1.1,5.5,1.1,0,1.1,0,2.2,4.4,1.1,0,0
Building 5,Gas,KWh,Meter 1,15/02/2014,1.1,6.6,0,1.1,0,0,6.6,1.1,0,0,3.3,4.4,0,0,3.3,3.3,3.3,0,1.1,3.3,3.3,1.1,0,1.1,1.1,1.1,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0,1.1,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,16/02/2014,0,3.3,4.4,1.1,0,1.1,5.5,1.1,0,4.4,2.2,1.1,4.4,2.2,0,3.3,4.4,3.3,0,1.1,3.3,3.3,1.1,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,17/02/2014,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,6.6,0,1.1,0,1.1,3.3,4.4,0,1.1,0,1.1,0,0,1.1,0,1.1,0,3.3,4.4,0,0,1.1,0,0,1.1,4.4,2.2,1.1,0,0,2.2,4.4,1.1,0,0
Building 5,Gas,KWh,Meter 1,18/02/2014,1.1,3.3,3.3,1.1,0,0,1.1,0,6.6,0,0,1.1,9.9,6.6,0,8.8,1.1,9.9,8.8,7.7,11,0,14.3,5.5,4.4,7.7,1.1,14.3,9.9,8.8,9.9,7.7,11,7.7,8.8,6.6,3.3,1.1,2.2,0,4.4,0,1.1,4.4,1.1,4.4,3.3,2.2
Building 5,Gas,KWh,Meter 1,19/02/2014,11,7.7,6.6,8.8,6.6,6.6,7.7,7.7,6.6,7.7,6.6,9.9,11,8.8,7.7,9.9,7.7,11,14.3,13.2,12.1,9.9,11,8.8,9.9,8.8,8.8,7.7,7.7,8.8,7.7,8.8,9.9,7.7,8.8,6.6,3.3,2.2,2.2,1.1,0,1.1,5.5,0,0,5.5,1.1,0
Building 5,Gas,KWh,Meter 1,20/02/2014,14.3,7.7,7.7,7.7,7.7,8.8,7.7,7.7,8.8,6.6,7.7,8.8,7.7,8.8,8.8,8.8,8.8,7.7,6.6,7.7,7.7,6.6,6.6,4.4,4.4,3.3,5.5,5.5,7.7,7.7,8.8,5.5,0,1.1,1.1,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,21/02/2014,0,1.1,0,0,1.1,0,3.3,4.4,2.2,1.1,0,2.2,5.5,1.1,0,4.4,5.5,1.1,1.1,1.1,4.4,3.3,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,22/02/2014,1.1,0,0,1.1,2.2,3.3,4.4,1.1,0,0,7.7,1.1,1.1,1.1,4.4,2.2,1.1,1.1,4.4,3.3,0,1.1,1.1,1.1,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,23/02/2014,0,0,1.1,0,1.1,0,0,1.1,0,1.1,4.4,3.3,1.1,0,1.1,0,1.1,7.7,1.1,0,1.1,0,1.1,1.1,1.1,1.1,0,1.1,1.1,1.1,1.1,1.1,1.1,0,1.1,1.1,1.1,0,1.1,0,6.6,2.2,1.1,0,1.1,0,1.1,0
Building 5,Gas,KWh,Meter 1,24/02/2014,4.4,4.4,0,1.1,1.1,0,3.3,5.5,0,1.1,0,2.2,6.6,1.1,0,1.1,2.2,5.5,36.3,33,22,20.9,18.7,16.5,17.6,16.5,14.3,5.5,9.9,0,8.8,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,25/02/2014,1.1,0,1.1,0,0,1.1,0,0,3.3,5.5,1.1,0,1.1,2.2,4.4,2.2,2.2,1.1,3.3,4.4,2.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,0,0,1.1,0,0,1.1,0,1.1,0
Building 5,Gas,KWh,Meter 1,26/02/2014,0,1.1,0,0,1.1,0,0,1.1,1.1,4.4,3.3,0,1.1,0,6.6,2.2,0,1.1,4.4,3.3,1.1,0,2.2,2.2,1.1,1.1,1.1,1.1,1.1,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,27/02/2014,0,0,1.1,0,0,1.1,0,0,1.1,0,2.2,5.5,1.1,0,1.1,4.4,4.4,1.1,1.1,0,3.3,4.4,0,1.1,1.1,1.1,0,1.1,1.1,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,1.1,1.1,1.1,0,0,1.1,0,0,1.1
